,price,fuel,gear,mileage,hp
1971,16.0,Diesel,Automatic,14.21 ,203 
1972,5.5,Diesel,Manual,22.54 ,88.73 
1973,6.5,Petrol,Manual,18.6 ,81.86 
1974,3.4,Petrol,Manual,20.51 ,67.04 
1975,9.5,Diesel,Manual,19.67 ,126.2 
1976,5.4,Petrol,Manual,20.85 ,83.14 
1977,5.0,Diesel,Manual,17.9 ,163.7 
1978,3.0,Diesel,Manual,20.0 ,68.05 
1979,3.1,Diesel,Manual,23.5 ,90 
1980,3.69,Petrol,Manual,18.16 ,86.8 
1981,5.25,Petrol,Manual,18.7 ,88.7 
1982,95.0,Petrol,Manual,25.4 ,37.48 
1983,6.8,Diesel,Manual,22.54 ,88.73 
1984,4.65,Diesel,Manual,23.4 ,74 
1985,7.6,Diesel,Manual,28.4 ,74 
1986,9.5,Petrol,Manual,15.29 ,121.3 
1987,1.0,Petrol,Manual,14.0 ,64 
1988,5.75,Petrol,Manual,20.4 ,94.93 
1989,2.5,Diesel,Manual,13.0 ,95 
1990,3.65,CNG,Manual,15.1 km/kg,73 
1991,20.0,Diesel,Automatic,11.18 ,184 
1992,5.65,Diesel,Manual,22.77 ,98.59 
1993,80.0,Petrol,Manual,0.0 ,
1994,6.5,Diesel,Manual,23.0 ,98.96 
1995,4.0,Diesel,Automatic,11.79 ,120 
1996,6.5,Petrol,Automatic,22.0 ,81.80 
1997,2.99,Petrol,Manual,18.6 ,85.8 
1998,85.0,Petrol,Manual,20.51 ,67.04 
1999,23.75,Diesel,Automatic,12.07 ,241.4 
2000,4.75,Petrol,Automatic,18.9 ,81.86 
2001,3.0,LPG,Manual,13.3 km/kg,79.4 
2002,3.26,Petrol,Manual,19.4 ,86.8 
2003,10.35,Petrol,Automatic,14.84 ,103.2 
2004,2.89,Diesel,Manual,20.5 ,105 
2005,23.4,Diesel,Automatic,11.4 ,153.86 
2006,7.75,Petrol,Automatic,18.2 ,88.7 
2007,3.5,Diesel,Manual,20.54 ,103.6 
2008,2.7,Petrol,Manual,24.7 ,47.3 
2009,4.5,Diesel,Manual,25.8 ,98.6 
2010,6.4,Petrol,Manual,20.73 ,91.1 
2011,4.9,Diesel,Manual,24.0 ,70 
2012,4.0,CNG,Manual,26.6 km/kg,58.16 
2013,8.35,Diesel,Manual,25.5 ,98.6 
2014,11.5,Diesel,Manual,21.38 ,88.7 
2015,6.25,Petrol,Automatic,14.3 ,103.52 
2016,13.25,Diesel,Manual,15.1 ,152.87 
2017,6.6,Petrol,Manual,17.8 ,117.3 
2018,7.8,Diesel,Manual,15.1 ,140 
2019,4.8,Diesel,Manual,12.8 ,102 
2020,11.25,Diesel,Manual,12.99 ,100.6 
2021,2.8,Petrol,Manual,16.8 ,34.2 
2022,6.0,Petrol,Manual,18.9 ,81.86 
2023,3.7,Petrol,Manual,17.0 ,118 
2024,5.0,Diesel,Manual,18.2 ,73.74 
2025,3.25,Petrol,Manual,18.78 ,75 
2026,3.99,Diesel,Manual,25.4 ,73.97 
2027,4.65,Petrol,Manual,23.1 ,67.04 
2028,5.95,Petrol,Manual,17.4 ,117.3 
2029,13.75,Diesel,Automatic,18.23 ,126.2 
2030,12.0,Diesel,Manual,16.0 ,140 
2031,7.45,Diesel,Manual,21.19 ,88.76 
2032,18.9,Diesel,Automatic,11.36 ,171.5 
2033,3.15,Diesel,Manual,22.07 ,73.9 
2034,85.0,Petrol,Manual,23.9 ,37.48 
2035,17.0,Diesel,Automatic,17.68 ,174.33 
2036,4.45,Petrol,Manual,12.8 ,177.6 
2037,2.0,Petrol,Manual,20.52 ,81.80 
2038,4.5,Petrol,Manual,19.44 ,67 
2039,7.25,Diesel,Manual,22.7 ,118 
2040,5.85,CNG,Manual,22.8 km/kg,80.9 
2041,2.4,Diesel,Manual,19.09 ,69.01 
2042,8.95,Petrol,Automatic,14.28 ,138.03 
2043,6.5,Petrol,Manual,21.4 ,83.1 
2044,4.99,Diesel,Manual,13.5 ,115 
2045,5.6,Petrol,Manual,18.0 ,86.7 
2046,1.6,Petrol,Manual,16.1 ,88.2 
2047,5.75,Petrol,Manual,17.0 ,80 
2048,8.0,Diesel,Manual,24.52 ,88.5 
2049,27.0,Diesel,Automatic,15.04 ,174.5 
2050,9.7,Petrol,Manual,14.59 ,149.92 
2051,4.75,Diesel,Automatic,11.79 ,120 
2052,12.35,Diesel,Manual,13.5 ,175.56 
2053,1.25,Petrol,Manual,26.0 ,35 
2054,4.5,Diesel,Manual,22.9 ,74 
2055,8.95,Petrol,Automatic,18.0 ,117.3 
2056,3.1,CNG,Manual,32.52 km/kg,58.33 
2057,13.0,Diesel,Manual,20.5 ,126.2 
2058,19.75,Petrol,Automatic,15.1 ,178 
2059,2.9,Diesel,Manual,21.0 ,64.1 
2060,4.5,Diesel,Manual,22.54 ,88.76 
2061,13.5,Diesel,Automatic,11.36 ,171.5 
2062,3.85,Petrol,Manual,20.51 ,67.04 
2063,59.5,Diesel,Automatic,17.01 ,188 
2064,4.75,Diesel,Manual,21.14 ,103.52 
2065,2.5,Diesel,Manual,20.0 ,68 
2066,14.75,Petrol,Automatic,12.0 ,187.4 
2067,8.5,Diesel,Automatic,17.2 ,138.08 
2068,3.35,CNG,Manual,33.54 km/kg,67.04 
2069,5.5,Petrol,Manual,20.85 ,83.14 
2070,40.0,Petrol,Manual,16.1 ,37 
2071,20.45,Diesel,Automatic,18.88 ,184 
2072,4.4,Petrol,Manual,23.1 ,67.04 
2073,9.0,Diesel,Manual,24.3 ,88.5 
2074,10.25,Diesel,Automatic,17.01 ,126.2 
2075,4.25,Petrol,Manual,20.3 ,68 
2076,1.25,Petrol,Manual,15.0 ,66.6 
2077,6.7,Petrol,Automatic,22.0 ,81.80 
2078,4.9,Petrol,Manual,18.5 ,80 
2079,9.2,Petrol,Automatic,20.28 ,103.25 
2080,5.25,Petrol,Automatic,18.19 ,103.2 
2081,9.1,Diesel,Manual,24.52 ,88.5 
2082,2.25,Petrol,Manual,13.7 ,88.8 
2083,6.75,Petrol,Manual,20.73 ,91.1 
2084,11.85,Petrol,Automatic,17.4 ,117.6 
2085,9.5,Diesel,Manual,24.3 ,88.5 
2086,3.15,Petrol,Manual,22.7 ,53.64 
2087,7.5,Petrol,Manual,17.8 ,117.3 
2088,3.35,Petrol,Manual,17.5 ,85.8 
2089,4.0,Diesel,Manual,19.0 ,93 
2090,4.0,Diesel,Manual,23.59 ,
2091,4.5,Petrol,Automatic,20.51 ,67 
2092,9.51,Diesel,Automatic,21.5 ,108.5 
2093,2.95,Petrol,Manual,23.01 ,67 
2094,3.25,Petrol,Manual,18.9 ,67.1 
2095,3.89,Petrol,Manual,13.7 ,98.82 
2096,11.45,Petrol,Automatic,14.8 ,121.36 
2097,5.5,Petrol,Manual,18.0 ,86.7 
2098,5.3,Petrol,Manual,23.84 ,83.83 
2099,16.0,Diesel,Automatic,23.8 ,112 
2100,4.85,Diesel,Manual,20.5 ,103.5 
2101,5.0,Petrol,Automatic,23.1 ,67.04 
2102,7.65,Petrol,Manual,20.65 ,103.25 
2103,3.6,CNG,Manual,31.79 km/kg,58.2 
2104,18.95,Diesel,Manual,13.68 ,147.8 
2105,3.2,Petrol,Manual,18.9 ,82 
2106,13.35,Petrol,Manual,16.0 ,160 
2107,4.45,Petrol,Manual,23.84 ,84 
2108,2.0,Petrol,Manual,18.9 ,67.1 
2109,11.0,Diesel,Automatic,19.4 ,204 
2110,13.0,Diesel,Manual,16.0 ,140 
2111,3.0,Petrol,Automatic,16.8 ,118 
2112,5.3,Diesel,Manual,20.5 ,103.5 
2113,14.25,Diesel,Automatic,12.55 ,168.5 
2114,20.0,Petrol,Automatic,16.5 ,139.46 
2115,4.41,Diesel,Manual,20.14 ,88 
2116,2.75,Petrol,Manual,19.4 ,86.8 
2117,9.25,Diesel,Manual,24.3 ,88.5 
2118,12.75,Petrol,Automatic,17.4 ,117.6 
2119,8.25,Diesel,Manual,15.4 ,75 
2120,14.99,Petrol,Automatic,14.1 ,160.77 
2121,3.2,Petrol,Manual,22.7 ,53.64 
2122,1.99,Petrol,Manual,16.0 ,90 
2123,42.5,Diesel,Automatic,10.5 ,271.23 
2124,3.75,Diesel,Manual,23.59 ,
2125,3.65,Petrol,Automatic,24.04 ,67 
2126,1.9,Petrol,Manual,20.36 ,78.9 
2127,10.9,Diesel,Automatic,14.94 ,204 
2128,3.55,Petrol,Manual,15.04 ,103.6 
2129,6.5,Diesel,Manual,23.65 ,88.5 
2130,4.25,Diesel,Manual,24.0 ,70 
2131,5.25,Diesel,Manual,17.8 ,
2132,5.75,Diesel,Manual,26.0 ,98.6 
2133,9.8,Diesel,Automatic,22.0 ,126.2 
2134,8.0,Petrol,Manual,20.7 ,81.86 
2135,3.95,CNG,Manual,26.6 km/kg,58.16 
2136,4.0,Diesel,Manual,23.2 ,73.94 
2137,6.5,Petrol,Manual,21.21 ,81.80 
2138,2.95,Petrol,Manual,15.6 ,70 
2139,8.5,Diesel,Manual,12.99 ,100 
2140,2.55,Petrol,Manual,22.5 ,67 
2141,4.99,Diesel,Manual,19.33 ,138.03 
2142,4.75,Petrol,Manual,13.4 ,164.7 
2143,4.6,Petrol,Manual,21.21 ,81.80 
2144,3.95,Petrol,Manual,20.51 ,67.04 
2145,1.45,Diesel,Manual,19.09 ,69 
2146,7.0,Petrol,Manual,18.7 ,88.7 
2147,5.5,Diesel,Manual,19.01 ,108.5 
2148,3.35,Petrol,Manual,15.37 ,73 
2149,11.5,Diesel,Automatic,22.0 ,126.2 
2150,2.64,Petrol,Manual,22.74 ,47.3 
2151,5.25,Petrol,Manual,22.0 ,81.80 
2152,3.95,Petrol,Manual,23.1 ,67.04 
2153,4.75,Diesel,Manual,20.5 ,105 
2154,11.9,Petrol,Automatic,17.0 ,121.3 
2155,3.7,Diesel,Manual,20.5 ,103.5 
2156,57.0,Diesel,Automatic,16.1 ,191.7 
2157,81.0,Petrol,Manual,16.2 ,62.1 
2158,9.25,Diesel,Automatic,14.21 ,203 
2159,4.5,Diesel,Manual,17.8 ,67 
2160,2.14,Petrol,Manual,20.92 ,67.1 
2161,4.95,Petrol,Manual,18.5 ,82.9 
2162,8.5,Diesel,Manual,20.64 ,108.49 
2163,6.0,Diesel,Manual,12.99 ,100 
2164,6.5,Diesel,Manual,22.77 ,98.59 
2165,8.74,Diesel,Manual,24.3 ,88.5 
2166,6.76,Diesel,Manual,19.3 ,73.9 
2167,3.45,Petrol,Manual,25.17 ,53.3 
2168,4.7,Petrol,Manual,18.6 ,81.83 
2169,4.91,Diesel,Manual,24.0 ,70 
2170,2.35,CNG,Manual,26.83 km/kg,38.4 
2171,6.0,Petrol,Manual,20.89 ,81.80 
2172,3.7,Petrol,Manual,21.1 ,55.2 
2173,6.35,Petrol,Manual,18.6 ,81.83 
2174,5.0,Diesel,Manual,25.2 ,74 
2175,1.75,Petrol,Manual,18.0 ,62.1 
2176,2.75,Petrol,Manual,18.5 ,80 
2177,8.75,Diesel,Manual,22.7 ,126.2 
2178,4.5,CNG,Manual,19.0 km/kg,85.8 
2179,3.3,Petrol,Manual,19.4 ,86.8 
2180,4.79,Petrol,Manual,13.14 ,160 
2181,3.75,Diesel,Manual,21.64 ,84.8 
2182,3.75,Petrol,Automatic,22.0 ,67.05 
2183,3.5,Diesel,Manual,20.5 ,103.5 
2184,4.85,Diesel,Manual,25.2 ,74 
2185,8.0,Diesel,Manual,26.1 ,99.23 
2186,2.15,Petrol,Manual,19.81 ,68.05 
2187,10.0,Diesel,Manual,19.67 ,126.2 
2188,7.0,Diesel,Manual,22.32 ,126.32 
2189,1.5,Petrol,Manual,16.36 ,93.7 
2190,6.9,Diesel,Manual,13.6 ,
2191,8.25,Petrol,Automatic,15.4 ,117.3 
2192,6.75,Diesel,Manual,27.39 ,74 
2193,12.0,Diesel,Manual,12.4 ,134 
2194,18.95,Diesel,Automatic,16.36 ,187.7 
2195,2.3,Petrol,Manual,19.7 ,46.3 
2196,24.5,Diesel,Automatic,17.9 ,136 
2197,5.35,Diesel,Manual,20.5 ,91.72 
2198,6.0,Petrol,Manual,18.6 ,81.83 
2199,8.15,Petrol,Manual,19.34 ,103 
2200,6.8,Petrol,Manual,20.73 ,91.1 
2201,4.5,Petrol,Manual,14.28 ,138.03 
2202,8.55,CNG,Manual,17.5 km/kg,80.46 
2203,8.11,Diesel,Manual,15.1 ,140 
2204,15.15,Petrol,Automatic,14.67 ,177.46 
2205,4.5,Diesel,Manual,22.32 ,126.32 
2206,3.25,Petrol,Manual,18.5 ,82.85 
2207,4.0,Petrol,Manual,18.15 ,82 
2208,38.99,Diesel,Automatic,17.9 ,201.15 
2209,15.45,Diesel,Automatic,13.5 ,175.56 
2210,8.15,Diesel,Manual,21.9 ,98.6 
2211,23.0,Diesel,Automatic,19.59 ,184 
2212,5.89,Petrol,Manual,18.6 ,81.83 
2213,7.15,Diesel,Manual,21.19 ,88.73 
2214,5.9,Petrol,Manual,16.02 ,93.7 
2215,2.0,Petrol,Manual,0.0 ,62 
2216,8.51,Diesel,Automatic,14.21 ,203 
2217,4.0,Diesel,Manual,22.95 ,74 
2218,7.53,Diesel,Manual,19.3 ,73.9 
2219,1.35,Petrol,Manual,19.7 ,46.3 
2220,3.19,Petrol,Manual,17.0 ,80 
2221,5.15,Petrol,Manual,22.0 ,81.80 
2222,4.0,Diesel,Manual,14.0 ,112 
2223,50.0,Petrol,Manual,26.0 ,35 
2224,1.5,Petrol,Manual,19.7 ,46.3 
2225,9.4,Diesel,Automatic,15.2 ,140.8 
2226,19.75,Petrol,Automatic,15.04 ,183 
2227,2.85,Petrol,Manual,18.9 ,67.1 
2228,17.0,Diesel,Automatic,17.68 ,174.33 
2229,7.4,Petrol,Manual,18.2 ,88.7 
2230,7.75,Diesel,Manual,15.1 ,140 
2231,5.9,Diesel,Manual,19.87 ,83.8 
2232,6.5,Diesel,Manual,17.0 ,139.01 
2233,5.9,Diesel,Manual,28.4 ,74 
2234,14.0,Diesel,Automatic,15.0 ,107.3 
2235,7.5,Diesel,Manual,25.47 ,88.50 
2236,3.8,Petrol,Manual,20.51 ,67.04 
2237,4.85,Diesel,Manual,23.9 ,126.2 
2238,4.25,Diesel,Manual,23.5 ,90 
2239,5.0,Petrol,Manual,18.9 ,81.86 
2240,4.5,Petrol,Manual,18.9 ,82 
2241,35.0,Diesel,Automatic,11.3 ,254.8 
2242,13.0,Diesel,Automatic,16.0 ,140 
2243,1.0,Petrol,Manual,18.0 ,62 
2244,8.5,Diesel,Manual,24.3 ,88.5 
2245,2.1,Petrol,Manual,22.74 ,47.3 
2246,1.75,Petrol,Manual,18.2 ,67.1 
2247,4.5,Petrol,Automatic,14.3 ,103.5 
2248,28.5,Diesel,Automatic,12.81 ,148.31 
2249,3.2,Diesel,Manual,14.0 ,112 
2250,7.75,Diesel,Automatic,28.4 ,74.02 
2251,8.5,Diesel,Manual,16.55 ,105 
2252,2.99,Diesel,Manual,17.5 ,106 
2253,13.65,Diesel,Automatic,17.6 ,153.86 
2254,4.0,Diesel,Manual,13.58 ,72.4 
2255,16.5,Diesel,Manual,17.1 ,170 
2256,11.5,Diesel,Manual,12.99 ,100 
2257,6.9,Petrol,Automatic,18.19 ,103.2 
2258,8.99,Petrol,Automatic,11.74 ,186 
2259,5.0,Diesel,Manual,22.95 ,74 
2260,6.4,Diesel,Manual,26.8 ,74 
2261,50.0,Petrol,Automatic,14.28 ,254.7 
2262,4.5,Petrol,Manual,13.24 ,102.5 
2263,8.45,Petrol,Automatic,10.8 ,132 
2264,1.75,Petrol,Manual,18.9 ,67 
2265,5.35,Petrol,Manual,18.6 ,81.83 
2266,2.55,Petrol,Manual,22.74 ,47.3 
2267,4.35,Diesel,Manual,25.8 ,98.6 
2268,26.0,Diesel,Automatic,13.0 ,201.1 
2269,4.49,Diesel,Manual,25.32 ,77 
2270,1.55,Petrol,Manual,19.7 ,46.3 
2271,3.6,Petrol,Manual,23.01 ,67 
2272,5.0,Diesel,Manual,22.95 ,74 
2273,6.3,Petrol,Automatic,22.0 ,81.80 
2274,5.75,Diesel,Manual,26.21 ,88.5 
2275,3.2,Petrol,Manual,18.5 ,80 
2276,1.65,Petrol,Manual,18.9 ,67 
2277,3.85,Diesel,Automatic,15.6 ,106 
2278,1.9,Petrol,Manual,18.9 ,67.1 
2279,16.9,Diesel,Automatic,14.21 ,203 
2280,3.25,Diesel,Manual,0.0 ,
2281,3.95,Petrol,Automatic,24.04 ,67 
2282,4.85,Petrol,Automatic,23.1 ,67.04 
2283,52.75,Diesel,Automatic,16.1 ,191.7 
2284,4.99,Petrol,Automatic,12.0 ,260.0 
2285,5.89,Diesel,Manual,20.77 ,88.76 
2286,3.25,Petrol,Manual,17.71 ,78.9 
2287,16.5,Diesel,Automatic,17.68 ,174.33 
2288,14.0,Diesel,Manual,13.68 ,147.8 
2289,8.75,Petrol,Automatic,17.21 ,189 
2290,5.5,Diesel,Automatic,14.39 ,163.7 
2291,61.0,Diesel,Automatic,18.56 ,187.7 
2292,9.79,Diesel,Manual,23.0 ,98.96 
2293,3.65,Petrol,Manual,16.95 ,97.7 
2294,4.5,CNG,Manual,26.6 km/kg,58.16 
2295,2.1,Petrol,Automatic,13.4 ,125 
2296,5.4,Petrol,Manual,18.9 ,82 
2297,2.75,Petrol,Manual,17.0 ,80 
2298,5.75,Petrol,Manual,18.9 ,81.86 
2299,6.5,Petrol,Manual,18.88 ,123.24 
2300,7.0,Diesel,Manual,23.0 ,98.96 
2301,12.0,Diesel,Automatic,19.3 ,141 
2302,10.2,Diesel,Automatic,24.3 ,88.5 
2303,4.65,Petrol,Manual,19.1 ,82 
2304,4.51,Diesel,Manual,24.4 ,71 
2305,1.75,Petrol,Manual,21.79 ,67.05 
2306,7.5,Diesel,Automatic,11.18 ,184 
2307,7.6,Diesel,Manual,24.3 ,88.5 
2308,80.0,Petrol,Manual,16.1 ,37 
2309,22.0,Diesel,Automatic,15.73 ,174.33 
2310,41.5,Petrol,Automatic,12.0 ,184 
2311,1.1,Petrol,Manual,18.9 ,67.1 
2312,38.5,Diesel,Automatic,17.9 ,168 
2313,5.75,Petrol,Manual,17.8 ,86.7 
2314,1.8,Diesel,Manual,25.44 ,57.6 
2315,11.2,Diesel,Manual,12.8 ,102 
2316,1.2,Petrol,Manual,0.0 ,
2317,1.3,Petrol,Manual,18.6 ,79.4 
2318,3.25,Petrol,Automatic,15.0 ,100 
2319,6.0,Diesel,Manual,15.1 ,140 
2320,4.45,Petrol,Automatic,23.1 ,67.04 
2321,8.2,CNG,Manual,17.5 km/kg,80.46 
2322,2.35,Diesel,Manual,18.6 ,67 
2323,4.95,Diesel,Automatic,19.08 ,126.32 
2324,5.5,Diesel,Manual,25.83 ,99 
2325,10.85,Diesel,Manual,11.5 ,171 
2326,9.5,Diesel,Manual,16.0 ,140 
2327,10.5,Petrol,Automatic,15.4 ,117.3 
2328,8.0,Diesel,Manual,22.77 ,98.59 
2329,8.5,Diesel,Manual,26.0 ,98.6 
2330,2.99,Petrol,Manual,25.17 ,53.3 
2331,6.0,Diesel,Manual,25.2 ,74 
2332,4.5,Diesel,Manual,20.14 ,88.8 
2333,3.1,Petrol,Manual,23.84 ,83.83 
2334,64.0,Diesel,Automatic,17.66 ,261.49 
2335,5.8,Diesel,Manual,20.45 ,83.8 
2336,9.9,Diesel,Manual,12.55 ,168.5 
2337,4.7,Petrol,Manual,17.5 ,85.8 
2338,4.75,Diesel,Manual,19.87 ,83.8 
2339,6.49,Diesel,Manual,19.01 ,108.5 
2340,5.0,Petrol,Manual,20.51 ,67.04 
2341,3.9,Diesel,Manual,25.8 ,98.6 
2342,2.9,Petrol,Automatic,16.95 ,78.9 
2343,4.5,Petrol,Automatic,23.1 ,67.04 
2344,5.96,Petrol,Automatic,18.9 ,81.86 
2345,6.5,Diesel,Manual,24.3 ,88.5 
2346,2.75,Petrol,Manual,21.1 ,55.2 
2347,4.9,Petrol,Manual,20.89 ,81.80 
2348,8.75,Petrol,Manual,15.04 ,103.2 
2349,9.5,Diesel,Manual,12.99 ,100.6 
2350,7.75,Diesel,Automatic,21.66 ,103.52 
2351,6.95,Petrol,Manual,17.5 ,91.1 
2352,13.5,Diesel,Automatic,12.8 ,167.6 
2353,11.25,Diesel,Automatic,14.21 ,203 
2354,9.45,Electric,Automatic,0.0 km/hr,41.57 
2355,3.1,Petrol,Manual,17.0 ,80 
2356,3.55,Petrol,Manual,18.16 ,86.8 
2357,5.41,Diesel,Manual,19.64 ,108.45 
2358,8.5,Diesel,Manual,12.8 ,102 
2359,2.65,Petrol,Manual,21.1 ,55.2 
2360,24.0,Diesel,Automatic,16.36 ,187.7 
2361,7.25,Diesel,Manual,21.66 ,108.62 
2362,3.1,Diesel,Manual,17.8 ,
2363,10.0,Diesel,Automatic,17.68 ,174.33 
2364,3.25,Petrol,Manual,20.85 ,83.14 
2365,5.4,Petrol,Manual,18.6 ,81.83 
2366,11.75,Petrol,Automatic,13.0 ,121.3 
2367,3.5,Petrol,Manual,20.51 ,67.04 
2368,3.0,Petrol,Manual,17.0 ,80 
2369,3.25,Petrol,Manual,18.5 ,82.9 
2370,9.25,Diesel,Manual,16.0 ,140 
2371,12.45,Diesel,Automatic,17.2 ,138.03 
2372,6.0,Diesel,Manual,14.0 ,138.1 
2373,1.5,Petrol,Manual,19.81 ,68.05 
2374,5.55,Petrol,Manual,20.73 ,91.1 
2375,19.5,Diesel,Automatic,22.69 ,190 
2376,8.4,Diesel,Manual,22.54 ,88.73 
2377,7.75,CNG,Manual,17.5 km/kg,80.46 
2378,2.75,Petrol,Manual,17.0 ,118 
2379,8.25,CNG,Manual,26.08 km/kg,91.19 
2380,1.25,Petrol,Manual,17.0 ,
2381,4.25,Petrol,Automatic,11.3 ,170 
2382,9.5,Petrol,Manual,17.8 ,117.3 
2383,2.2,Petrol,Manual,21.1 ,55.2 
2384,5.7,Petrol,Manual,21.4 ,83.1 
2385,2.75,CNG,Manual,26.6 km/kg,58.16 
2386,4.5,Petrol,Manual,23.84 ,84 
2387,1.9,Petrol,Manual,17.7 ,78 
2388,14.71,Petrol,Automatic,12.98 ,178.4 
2389,4.9,Petrol,Manual,23.84 ,84 
2390,7.0,Diesel,Automatic,17.9 ,134.1 
2391,4.0,Diesel,Manual,25.83 ,99 
2392,5.1,Petrol,Manual,17.8 ,117.3 
2393,2.5,Petrol,Manual,23.95 ,67.05 
2394,6.55,Petrol,Manual,18.24 ,108.62 
2395,1.55,Petrol,Manual,18.2 ,64 
2396,3.5,Petrol,Manual,25.17 ,53.3 
2397,2.95,Diesel,Manual,14.0 ,112 
2398,2.0,Petrol,Automatic,16.98 ,66.1 
2399,5.75,Diesel,Manual,12.83 ,162 
2400,3.15,Petrol,Manual,23.01 ,67 
2401,5.0,Diesel,Manual,24.0 ,70 
2402,2.0,Petrol,Automatic,16.98 ,66.1 
2403,5.45,Diesel,Manual,23.4 ,74 
2404,6.25,Diesel,Manual,20.77 ,88.76 
2405,5.0,Petrol,Manual,18.7 ,88.7 
2406,5.4,Diesel,Manual,26.0 ,98.6 
2407,6.5,Petrol,Manual,18.6 ,81.83 
2408,26.0,Diesel,Automatic,18.53 ,187.74 
2409,6.25,Diesel,Manual,26.0 ,98.6 
2410,2.4,Petrol,Manual,18.6 ,79.4 
2411,1.25,Petrol,Manual,19.7 ,46.3 
2412,3.35,Petrol,Manual,18.9 ,67.1 
2413,3.5,Petrol,Manual,20.51 ,67.04 
2414,5.0,Petrol,Manual,18.9 ,81.86 
2415,13.5,Diesel,Automatic,17.6 ,126.2 
2416,3.25,Petrol,Manual,18.6 ,85.8 
2417,5.9,Diesel,Manual,23.4 ,74 
2418,3.85,Petrol,Manual,17.0 ,80 
2419,3.2,Petrol,Manual,24.7 ,47.3 
2420,6.75,Diesel,Manual,19.01 ,108.5 
2421,3.9,Petrol,Manual,18.15 ,82 
2422,6.65,Petrol,Automatic,17.21 ,103.5 
2423,2.35,Petrol,Manual,18.9 ,67.1 
2424,20.25,Diesel,Automatic,13.0 ,204 
2425,4.0,Petrol,Automatic,9.0 ,218 
2426,5.5,Petrol,Manual,20.3 ,84 
2427,4.5,Petrol,Manual,18.6 ,85.8 
2428,4.0,Petrol,Automatic,12.1 ,164.7 
2429,13.5,Petrol,Automatic,13.1 ,141.1 
2430,18.0,Diesel,Automatic,11.36 ,171.5 
2431,6.25,Diesel,Manual,22.32 ,126.32 
2432,6.5,CNG,Manual,22.8 km/kg,80.9 
2433,4.3,Diesel,Manual,21.9 ,88.76 
2434,4.65,Petrol,Manual,14.28 ,138.03 
2435,nan,,,,
2436,1.45,Petrol,Manual,18.2 ,67.1 
2437,2.35,Petrol,Manual,17.0 ,118 
2438,4.65,Diesel,Manual,22.95 ,74 
2439,4.61,Diesel,Manual,12.99 ,100 
2440,3.3,Petrol,Manual,17.0 ,80 
2441,3.85,Petrol,Manual,12.8 ,177.6 
2442,8.25,Petrol,Automatic,21.4 ,83.1 
2443,4.25,Petrol,Manual,19.1 ,82 
2444,1.51,Petrol,Manual,15.3 ,101 
2445,2.35,Petrol,Automatic,21.9 ,37.48 
2446,2.69,Diesel,Manual,20.86 ,73.9 
2447,6.3,Petrol,Automatic,18.5 ,83.14 
2448,3.45,Diesel,Manual,24.4 ,71 
2449,5.2,Diesel,Manual,24.5 ,98.6 
2450,2.6,Petrol,Manual,20.51 ,67.04 
2451,11.85,Diesel,Automatic,19.27 ,170 
2452,10.59,Diesel,Automatic,17.01 ,126.2 
2453,2.99,Petrol,Manual,15.7 ,
2454,7.25,Diesel,Manual,23.65 ,88.5 
2455,3.0,Petrol,Manual,21.79 ,67.05 
2456,3.75,Petrol,Automatic,10.2 ,180 
2457,15.49,Petrol,Automatic,17.68 ,148 
2458,5.5,Petrol,Automatic,20.3 ,68 
2459,7.25,Diesel,Automatic,28.4 ,74.02 
2460,18.51,Diesel,Automatic,17.9 ,136 
2461,2.69,Petrol,Manual,15.6 ,70 
2462,7.65,Petrol,Automatic,17.03 ,91.1 
2463,2.49,Petrol,Manual,19.4 ,86.8 
2464,13.65,Diesel,Automatic,18.48 ,
2465,4.85,Diesel,Manual,19.3 ,73.9 
2466,6.75,Diesel,Manual,24.7 ,69 
2467,3.25,Diesel,Manual,17.88 ,48.21 
2468,5.1,Petrol,Manual,18.9 ,82 
2469,3.5,Petrol,Manual,17.7 ,78 
2470,4.48,Diesel,Manual,28.4 ,74 
2471,4.9,Petrol,Manual,23.84 ,84 
2472,2.55,Petrol,Manual,24.7 ,47.3 
2473,5.75,Petrol,Manual,21.21 ,81.80 
2474,8.0,Diesel,Manual,15.1 ,140 
2475,7.0,Diesel,Manual,16.5 ,70 
2476,4.99,Petrol,Automatic,10.5 ,157.7 
2477,4.25,Diesel,Manual,23.0 ,88.7 
2478,3.11,Petrol,Manual,20.51 ,67.04 
2479,3.35,Diesel,Manual,21.5 ,88.8 
2480,7.6,Petrol,Automatic,17.21 ,103.6 
2481,9.9,Petrol,Automatic,14.7 ,177.5 
2482,1.0,Petrol,Manual,17.3 ,60 
2483,6.65,Diesel,Manual,12.8 ,102 
2484,6.55,Petrol,Manual,20.73 ,91.1 
2485,9.5,Diesel,Automatic,14.94 ,204 
2486,1.1,Petrol,Automatic,7.81 ,362.9 
2487,6.0,Petrol,Manual,17.5 ,85.8 
2488,34.0,Diesel,Automatic,11.74 ,254.8 
2489,5.25,Diesel,Manual,17.8 ,
2490,7.25,Petrol,Manual,17.4 ,117.3 
2491,5.5,Petrol,Manual,22.0 ,81.80 
2492,4.5,CNG,Manual,31.79 km/kg,58.2 
2493,4.99,Petrol,Manual,18.0 ,86.7 
2494,4.95,Diesel,Manual,27.28 ,69 
2495,3.93,Petrol,Manual,18.0 ,86.7 
2496,6.65,Petrol,Manual,21.01 ,81.80 
